wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country,popularity_score,value_for_money,popularity_rank,value_rank,combined_rank
Eight Years In The Desert,Orin Swift Eight Years In The Desert 2019,2019,4.4,27195,4.4,1454,85.79999999999998,0,États-Unis,44.92746901217107,0.051282051282051294,388.0,167.0,277.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,4.5,15671,0.0,19,505.3333333333333,0,France,43.46805217285447,0.008905013192612138,465.0,1229.0,847.0
Zeltinger Sonnenuhr Beerenauslese,Markus Molitor Zeltinger Sonnenuhr Beerenauslese 2017,2017,4.7,44,0.0,3,766.6666666666667,0,Allemagne,17.78569127941583,0.0061304347826086954,2071.0,1488.0,1779.5
Pomerol,Château Trotanoy Pomerol 2019,2019,4.4,7221,0.0,17,825.0,0,France,39.092894396385205,0.005333333333333334,775.0,1564.0,1169.5
Bramare Malbec Uco Valley,Viña Cobos Bramare Malbec Uco Valley 2019,2019,4.4,19752,4.5,700,80.26666666666667,1,Argentine,43.52044413651007,0.05481727574750831,464.0,152.0,308.0
Book 17 XVII,De Toren Private Cellar Book 17 XVII 2019,2019,4.7,814,4.6,31,280.0,0,Afrique du Sud,31.499213720211937,0.016785714285714286,1471.0,785.0,1128.0
Echezeaux Grand Cru,Emmanuel Rouget Echezeaux Grand Cru 2019,2019,4.5,1311,0.0,20,2818.333333333333,0,France,32.30345467693665,0.0015966883500887052,1417.0,2023.0,1720.0
Bricco dell'Uccellone Barbera d'Asti,Braida Bricco dell'Uccellone Barbera d'Asti 2019,2019,4.3,17625,4.4,345,79.86666666666667,0,Italie,42.041416599026014,0.053839732888146904,550.0,153.0,351.5
Papillon,Orin Swift Papillon 2019,2019,4.5,30682,4.5,1470,144.0,0,États-Unis,46.49144149082124,0.03125,267.0,396.0,331.5
Chambertin Grand Cru,Domaine Trapet Chambertin Grand Cru 2019,2019,4.4,2542,0.0,14,1978.3333333333333,0,France,34.49910838769736,0.002224094355518113,1250.0,1943.0,1596.5
Clos de Tart Grand Cru Monopole,Domaine du Clos de Tart Clos de Tart Grand Cru Monopole 2019,2019,4.5,4948,4.6,39,1965.0,0,France,38.2803243008057,0.0022900763358778627,869.0,1935.0,1402.0
Cirsion Rioja,Bodegas Roda Cirsion Rioja 2019,2019,4.6,3474,0.0,21,310.4266666666667,0,Espagne,37.50408495528483,0.014818314577785412,949.0,876.0,912.5
Douro,Quinta do Vesuvio Douro 2019,2019,4.4,6214,4.5,293,78.60000000000001,0,Portugal,38.43206439579317,0.05597964376590331,857.0,144.0,500.5
Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,Vigneti del Salento Vigne Vecchie Gold Series Leggenda Primitivo di Manduria 2019,2019,4.3,3121,4.5,424,31.933333333333334,0,Italie,34.597407591764345,0.13465553235908143,1244.0,11.0,627.5
L'Hermitage,Domaine Jean-Louis Chave L'Hermitage 2019,2019,4.6,8592,4.6,74,968.3333333333334,0,France,41.66949935704377,0.004750430292598967,585.0,1638.0,1111.5
Quincha Corral,Mustiguillo Quincha Corral 2019,2019,4.4,1230,4.5,66,105.25333333333332,0,Espagne,31.30498557281244,0.04180390169749178,1483.0,248.0,865.5
Malleolus de Sanchomartin,Emilio Moro Malleolus de Sanchomartin 2019,2019,4.6,3655,4.5,72,179.9333333333333,0,Espagne,37.73771631204584,0.025565024082993704,929.0,515.0,722.0
Perpiero,Tenuta Moraia Perpiero 2019,2019,4.6,351,4.7,43,79.93333333333334,0,Italie,26.959616627942978,0.05754795663052543,1781.0,135.0,958.0
Pessac-Léognan Blanc (Grand Cru Classé de Graves),Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2019,2019,4.5,1206,0.0,5,1203.2266666666667,0,France,31.92778969779209,0.003739943706921389,1441.0,1768.0,1604.5
Pym-Rae Red Blend,Tesseron Estate Pym-Rae Red Blend 2018,2018,4.5,273,4.5,27,580.0,0,États-Unis,25.24262307833232,0.007758620689655172,1870.0,1332.0,1601.0
Gran Corte (VII),Pulenta Estate Gran Corte (VII) 2019,2019,4.4,15016,4.5,468,86.26666666666667,0,Argentine,42.31423494437192,0.051004636785162295,530.0,171.0,350.5
Royal St Robert Cuvée Pinot Noir,Raen Royal St Robert Cuvée Pinot Noir 2019,2019,4.3,2099,4.4,166,106.6,0,États-Unis,32.89163017522872,0.040337711069418386,1379.0,260.0,819.5
Continuum Estate,Continuum Continuum Estate 2019,2019,4.6,6949,4.6,170,500.0,0,États-Unis,40.6932239992459,0.0092,634.0,1212.0,923.0
Finn Pinot Noir,DuMOL Finn Pinot Noir 2019,2019,4.5,331,0.0,19,173.26666666666665,0,États-Unis,26.109532689196783,0.025971527510580995,1816.0,507.0,1161.5
Kairos,Zýmē Kairos 2019,2019,4.4,7364,4.5,324,130.0,0,Italie,39.17917758635306,0.03384615384615385,768.0,349.0,558.5
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',Domaine Prieuré Roch Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2018,2018,4.4,1245,0.0,19,1935.0,0,France,31.358319559154758,0.00227390180878553,1481.0,1937.0,1709.0
Hohenmorgen G.C,Dr. Bürklin-Wolf Hohenmorgen G.C 2017,2017,4.4,378,0.0,4,216.4,0,Allemagne,26.11353446072619,0.02033271719038817,1813.0,659.0,1236.0
Old Vines Primitivo di Manduria,Luccarelli Old Vines Primitivo di Manduria 2019,2019,4.4,20904,4.4,274,27.93333333333333,0,Italie,43.76986155168198,0.15751789976133654,448.0,4.0,226.0
Camí Pesseroles,Martinet Camí Pesseroles 2019,2019,4.5,1083,0.0,22,113.26666666666668,0,Espagne,31.443706111504458,0.03972925250147145,1478.0,274.0,876.0
Amarone della Valpolicella,Torre d'Orti Amarone della Valpolicella 2019,2019,4.3,4014,4.4,194,53.26666666666667,0,Italie,35.67943717623202,0.08072590738423027,1127.0,72.0,599.5
Chevalier-Montrachet Grand Cru Les Demoiselles,Louis Latour Chevalier-Montrachet Grand Cru Les Demoiselles 2019,2019,4.4,532,0.0,7,1408.3333333333337,0,France,27.61723135310324,0.0031242603550295854,1751.0,1858.0,1804.5
El Carretil,Artadi El Carretil 2019,2019,4.5,748,0.0,14,323.3333333333333,0,Espagne,29.77831340088515,0.013917525773195877,1585.0,929.0,1257.0
Gran Malbec (X),Pulenta Estate Gran Malbec (X) 2019,2019,4.3,12579,4.4,367,75.86666666666666,0,Argentine,40.59107135410715,0.056678383128295255,651.0,139.0,395.0
Redigaffi Toscana,Tua Rita Redigaffi Toscana 2019,2019,4.5,5212,4.5,200,333.9333333333333,0,Italie,38.51423522210131,0.013475743661409465,837.0,960.0,898.5
La Vina de Corteo,Bodegas El Nido La Vina de Corteo 2019,2019,4.7,374,4.6,25,133.26666666666668,0,Espagne,27.8440022478483,0.03526763381690845,1731.0,327.0,1029.0
TD9,Shafer TD9 2019,2019,4.3,6056,4.4,524,106.6,0,États-Unis,37.447860619004324,0.040337711069418386,951.0,260.0,605.5
Cabernet Sauvignon,Forman Cabernet Sauvignon 2019,2019,4.4,2830,0.0,11,179.9333333333333,0,États-Unis,34.971340758804054,0.02445350129677659,1207.0,542.0,874.5
La Poza de Ballesteros,Artadi La Poza de Ballesteros 2018,2018,4.4,987,4.5,25,223.3333333333333,0,Espagne,30.33654817350732,0.019701492537313438,1544.0,679.0,1111.5
Blueline Estate Cabernet Sauvignon,Hourglass Blueline Estate Cabernet Sauvignon 2019,2019,4.5,1321,4.5,52,260.0,0,États-Unis,32.33764937035046,0.01730769230769231,1415.0,767.0,1091.0
Chapelle d'Ausone Saint-Émilion Grand Cru,Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2019,2019,4.4,1086,0.0,6,250.48000000000005,0,France,30.757128602173076,0.01756627275630789,1506.0,761.0,1133.5
Maggiarino Vino Nobile di Montepulciano,La Braccesca Maggiarino Vino Nobile di Montepulciano 2016,2016,4.3,555,4.4,144,90.6,0,Italie,27.171562889109666,0.04746136865342163,1768.0,202.0,985.0
Barbera d'Alba Vigna Francia,Giacomo Conterno Barbera d'Alba Vigna Francia 2019,2019,4.3,7315,4.4,337,147.5,0,Italie,38.26003394785316,0.029152542372881354,871.0,436.0,653.5
Bolgheri Superiore,Tenuta Argentiera Bolgheri Superiore 2019,2019,4.4,8918,4.4,313,123.33333333333334,0,Italie,40.02163873482466,0.03567567567567568,706.0,319.0,512.5
Viña El Pison,Artadi Viña El Pison 2019,2019,4.6,3027,4.7,34,566.6666666666666,0,Espagne,36.87050562149991,0.00811764705882353,1008.0,1285.0,1146.5
Clos Vougeot Grand Cru,Domaine Jacques Prieur Clos Vougeot Grand Cru 2019,2019,4.4,1202,0.0,4,309.26666666666665,0,France,31.203665306418674,0.014227204138823024,1486.0,905.0,1195.5
Maya,Dalla Valle Maya 2019,2019,4.6,1570,0.0,22,993.3333333333331,0,États-Unis,33.85062213237482,0.004630872483221477,1293.0,1653.0,1473.0
L'Apparita,Castello di Ama L'Apparita 2019,2019,4.4,3836,0.0,23,586.6666666666666,0,Italie,36.30961591841465,0.0075000000000000015,1064.0,1356.0,1210.0
One Sixteen Chardonnay,Kosta Browne One Sixteen Chardonnay 2019,2019,4.4,1753,4.5,146,133.26666666666668,0,États-Unis,32.86396909365343,0.03301650825412706,1381.0,363.0,872.0
Permassimo,Tenuta Prima Pietra Permassimo 2016,2016,4.7,186,4.6,42,221.53333333333333,0,Italie,24.561009366452048,0.02121576888353897,1903.0,632.0,1267.5
Quiñon de Valmira,Álvaro Palacios Quiñon de Valmira 2018,2018,4.6,377,4.7,49,526.6666666666666,0,Espagne,27.288327862260847,0.008734177215189874,1765.0,1242.0,1503.5
Raut Lagrein,Clemens Waldthaler Raut Lagrein 2014,2014,4.5,58,0.0,14,88.39999999999999,0,Italie,18.271993547458887,0.05090497737556562,2062.0,172.0,1117.0
Saint-Émilion Grand Cru,Château Tertre Roteboeuf Saint-Émilion Grand Cru 2019,2019,4.6,5390,0.0,14,363.18666666666667,0,France,39.52458305395399,0.012665663203494987,738.0,1002.0,870.0
De Buris Amarone della Valpolicella Classico Riserva,Tommasi De Buris Amarone della Valpolicella Classico Riserva 2010,2010,4.7,574,4.5,47,598.3333333333334,0,Italie,29.857358162701964,0.007855153203342619,1579.0,1327.0,1453.0
Pochi Filagn Barbera d'Alba,Lorenzo Accomasso Pochi Filagn Barbera d'Alba 2017,2017,4.2,410,4.5,27,158.33333333333331,0,Italie,25.267860070733086,0.02652631578947369,1869.0,500.0,1184.5
Denarius Graves,Liber Pater Denarius Graves 2019,2019,4.5,129,0.0,20,1080.0,0,France,21.869155819627522,0.004166666666666667,2009.0,1715.0,1862.0
Kalkofen G.C,Dr. Bürklin-Wolf Kalkofen G.C 2019,2019,4.4,188,0.0,4,197.46666666666664,0,Allemagne,23.040344636451778,0.02228224172856179,1962.0,593.0,1277.5
Magma,Frank Cornelissen Magma 2019,2019,4.5,748,0.0,13,802.6666666666666,0,Italie,29.77831340088515,0.005606312292358804,1585.0,1526.0,1555.5
Guerriero della Terra,Guerrieri Guerriero della Terra 2019,2019,4.4,10185,4.4,1803,36.53333333333333,1,Italie,40.60615384610799,0.12043795620437958,649.0,16.0,332.5
Marmar,Von Winning Marmar 2018,2018,4.5,514,4.5,53,146.6,0,Allemagne,28.090004694548245,0.030695770804911326,1713.0,409.0,1061.0
Minami,Casa Rojo Minami 2016,2016,4.4,246,4.4,142,79.98666666666666,0,Espagne,24.223458758102396,0.05500916819469912,1922.0,150.0,1036.0
Tokaji Aszú 6 Puttonyos,Gróf Degenfeld Tokaji Aszú 6 Puttonyos 2017,2017,4.4,439,0.0,19,89.30666666666667,0,Hongrie,26.771797417530756,0.04926843833980293,1792.0,185.0,988.5
Asili Barbaresco Vecchie Viti,Roagna Asili Barbaresco Vecchie Viti 2016,2016,4.4,668,0.0,15,1053.3333333333333,0,Italie,28.618867963561243,0.004177215189873418,1684.0,1711.0,1697.5
Palazzi Rosso Toscana,Tenuta di Trinoro Palazzi Rosso Toscana 2019,2019,4.4,961,0.0,21,372.0,0,Italie,30.219087399469288,0.011827956989247313,1553.0,1034.0,1293.5
Cristal Vinothèque,Louis Roederer Cristal Vinothèque 1999,1999,4.7,426,4.8,41,2818.333333333333,0,France,28.455864927466045,0.0016676522767593142,1689.0,2013.0,1851.0
Fratini Bolgheri Superiore,Tenuta Hortense Fratini Bolgheri Superiore 2018,2018,4.8,153,0.0,6,350.1333333333333,0,Italie,24.14610202268369,0.013709063214013708,1927.0,945.0,1436.0
La Grande Rue Grand Cru Monopole,Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2019,2019,4.4,1496,0.0,7,2120.833333333333,0,France,32.16642069755146,0.0020746561886051083,1429.0,1960.0,1694.5
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,Domaine Faiveley Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru 2019,2019,4.5,33,0.0,2,1533.3333333333337,0,France,15.73428402659916,0.0029347826086956515,2091.0,1879.0,1985.0
Meursault 1er Cru 'Les Genevrières',Vincent Girardin Meursault 1er Cru 'Les Genevrières' 2018,2018,4.3,606,4.5,40,290.0,0,France,27.54958394009805,0.01482758620689655,1755.0,875.0,1315.0
Corton-Charlemagne Grand Cru Blanc,Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 2019,2019,4.4,2453,0.0,14,327.3333333333333,0,France,34.34229499473736,0.01344195519348269,1265.0,962.0,1113.5
Clos de Tart Grand Cru,Mommessin Clos de Tart Grand Cru 2001,2001,4.6,214,0.0,18,1443.3333333333333,0,France,24.683489669100513,0.003187066974595843,1896.0,1852.0,1874.0
Saint-Émilion Grand Cru,Le Dome Saint-Émilion Grand Cru 2019,2019,4.4,2829,0.0,11,347.25333333333333,0,France,34.9697857137269,0.01267086469052373,1209.0,1001.0,1105.0
Mágico,Sierra Cantabria Mágico 2019,2019,4.8,146,0.0,8,640.0,0,Espagne,23.921311784200014,0.0075,1932.0,1358.0,1645.0
Montefico Barbaresco Vecchie Viti,Roagna Montefico Barbaresco Vecchie Viti 2016,2016,4.4,581,0.0,14,1053.3333333333333,0,Italie,28.00490333014841,0.004177215189873418,1723.0,1711.0,1717.0
Hérédita Châteauneuf-du-Pape,Cellier des Princes Hérédita Châteauneuf-du-Pape 2017,2017,4.5,185,4.5,87,73.26666666666668,0,France,23.49160121285246,0.06141947224749771,1952.0,115.0,1033.5
Linticlarus Lagrein Riserva,Tiefenbrunner Linticlarus Lagrein Riserva 2018,2018,4.2,1387,4.4,144,54.6,0,Italie,30.386573365322292,0.07692307692307693,1542.0,77.0,809.5
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2019,2019,4.4,2678,0.0,14,1395.0,0,France,34.72843231550492,0.0031541218637992836,1222.0,1855.0,1538.5
Historical XIXth Century Wine,Chateau Palmer Historical XIXth Century Wine 2019,2019,4.4,807,0.0,18,332.0,0,France,29.450624140387777,0.013253012048192772,1612.0,969.0,1290.5
Palo Cortado Añada,Bodegas Tradición Palo Cortado Añada 1998,1998,4.6,27,0.0,1,416.6666666666667,0,Espagne,15.160849583619912,0.01104,2100.0,1092.0,1596.0
Ginés Liébana Pedro Ximénez,Toro Albalá Ginés Liébana Pedro Ximénez 1937,1937,4.6,120,0.0,12,600.48,0,Espagne,22.02246201679741,0.007660538236077804,2002.0,1344.0,1673.0
Corton-Charlemagne Grand Cru,Domaine Faiveley Corton-Charlemagne Grand Cru 2019,2019,4.4,1007,0.0,16,286.6666666666667,0,France,30.424815927961678,0.015348837209302326,1536.0,848.0,1192.0
Toscana Rosso,Tenuta di Trinoro Toscana Rosso 2019,2019,4.5,2799,4.6,38,796.6666666666666,0,Italie,35.71657870281954,0.005648535564853557,1116.0,1521.0,1318.5
Annunziata Barolo Riserva,Lorenzo Accomasso Annunziata Barolo Riserva 2012,2012,4.4,138,4.5,36,560.0,0,Italie,21.679916214691705,0.007857142857142858,2014.0,1324.0,1669.0
Bâtard-Montrachet Grand Cru,Domaine Faiveley Bâtard-Montrachet Grand Cru 2018,2018,4.4,347,0.0,20,460.0,0,France,25.737029031766184,0.00956521739130435,1840.0,1186.0,1513.0
Bâtard-Montrachet Grand Cru,Olivier Leflaive Bâtard-Montrachet Grand Cru 2019,2019,4.5,1182,0.0,22,2078.333333333333,0,France,31.837334390847197,0.0021651964715316764,1461.0,1947.0,1704.0
Kalkofen G.C,Dr. Bürklin-Wolf Kalkofen G.C 2018,2018,4.4,188,0.0,5,207.73333333333332,0,Allemagne,23.040344636451778,0.02118100128369705,1962.0,633.0,1297.5
Denarius Graves,Liber Pater Denarius Graves 2018,2018,4.5,129,4.6,42,1060.0,0,France,21.869155819627522,0.0042452830188679245,2009.0,1702.0,1855.5
Cuvée Impériale Châteauneuf-du-Pape,Domaine Raymond Usseglio & Fils Cuvée Impériale Châteauneuf-du-Pape 2018,2018,4.3,1881,4.4,183,81.86666666666667,0,France,32.42010296599443,0.052524429967426706,1410.0,159.0,784.5
50 Old Vines Vecchie Vigne Negroamaro,Cignomoro 50 Old Vines Vecchie Vigne Negroamaro 2019,2019,4.4,510,4.4,200,37.93333333333333,0,Italie,27.431407193160837,0.11599297012302287,1760.0,21.0,890.5
Corton-Charlemagne Grand Cru,Louis Latour Corton-Charlemagne Grand Cru 2019,2019,4.4,5755,4.5,121,626.6666666666667,0,France,38.09442701308633,0.007021276595744681,895.0,1407.0,1151.0
Bienvenues-Bâtard-Montrachet Grand Cru,Domaine de la Vougeraie Bienvenues-Bâtard-Montrachet Grand Cru 2017,2017,4.6,76,0.0,8,1110.0,0,France,19.92137336531712,0.0041441441441441434,2046.0,1718.0,1882.0
LR,Colterenzio (Schreckbichl) LR 2018,2018,4.5,503,4.6,50,176.66666666666666,0,Italie,27.992655765448827,0.02547169811320755,1724.0,519.0,1121.5
Preta Cuvée David Booth Grande Reserva,Fitapreta Preta Cuvée David Booth Grande Reserva 2019,2019,4.3,1507,4.5,48,101.53333333333332,0,Portugal,31.46686765409393,0.04235062376887722,1476.0,241.0,858.5
Tinto,Espectacle del Montsant Tinto 2019,2019,4.4,2511,4.5,35,140.0,0,Espagne,34.44511998029338,0.03142857142857143,1257.0,392.0,824.5
Réservé Châteauneuf-du-Pape,Domaine de la Vieille Julienne Réservé Châteauneuf-du-Pape 2018,2018,4.4,297,0.0,3,683.3333333333334,0,France,25.05242141073188,0.006439024390243903,1877.0,1465.0,1671.0
Vigna del Suolo Brunello di Montalcino,Argiano Vigna del Suolo Brunello di Montalcino 2016,2016,4.5,201,4.6,102,441.6666666666666,0,Italie,23.86487208626584,0.01018867924528302,1934.0,1132.0,1533.0
Vosne-Romanée 'Les Quartiers de Nuits',Domaine de Bellène Vosne-Romanée 'Les Quartiers de Nuits' 2018,2018,4.3,511,4.5,37,124.53333333333336,0,France,26.816389237875928,0.034528907922912196,1788.0,341.0,1064.5
Fort Ross Seaview Home Field Pinot Noir,Raen Fort Ross Seaview Home Field Pinot Noir 2019,2019,4.4,483,0.0,8,167.93333333333334,0,États-Unis,27.19207327607132,0.026200873362445417,1767.0,503.0,1135.0
Rocche dell'Annunziata Barolo,Roberto Voerzio Rocche dell'Annunziata Barolo 2016,2016,4.5,218,0.0,13,385.33333333333337,0,Italie,24.230227782550898,0.011678200692041521,1918.0,1046.0,1482.0
Adrianna Vineyard Fortuna Terrae Malbec,Catena Zapata Adrianna Vineyard Fortuna Terrae Malbec 2019,2019,4.5,2589,4.6,80,122.6,0,Argentine,35.36562140888192,0.0367047308319739,1167.0,300.0,733.5
Baffonero Maremma Toscana,Rocca di Frassinello Baffonero Maremma Toscana 2019,2019,4.5,1682,0.0,22,560.0,0,Italie,33.42482478239802,0.008035714285714285,1323.0,1299.0,1311.0
Vite Talin Barolo,Sandrone Vite Talin Barolo 2013,2013,4.5,131,4.6,47,1281.6666666666667,0,Italie,21.93838795440518,0.003511053315994798,2007.0,1796.0,1901.5
Musigny Grand Cru (Cuveé Vieilles Vignes),Domaine Comte Georges de Vogüé Musigny Grand Cru (Cuveé Vieilles Vignes) 2019,2019,4.6,3533,0.0,21,2705.0,0,France,37.58155217785206,0.0017005545286506469,943.0,2003.0,1473.0
Vinhas Velhas Tinto,Quinta do Paral Vinhas Velhas Tinto 2019,2019,4.5,736,4.6,181,39.93333333333334,0,Portugal,29.705535534279946,0.11268781302170283,1595.0,23.0,809.0
Kapnios Aglianico,Masseria Frattasi Kapnios Aglianico 2018,2018,4.5,1134,4.6,43,146.4,0,Italie,31.650779179294638,0.030737704918032786,1465.0,406.0,935.5
Douro Quinta da Manoella VV Tinto,Wine & Soul Douro Quinta da Manoella VV Tinto 2019,2019,4.3,2548,4.5,90,126.6,0,Portugal,33.72517527177583,0.0339652448657188,1299.0,346.0,822.5
Bâtard-Montrachet Grand Cru,Marc Colin Bâtard-Montrachet Grand Cru 2018,2018,4.5,214,0.0,9,926.6666666666666,0,France,24.14689206759833,0.00485611510791367,1924.0,1623.0,1773.5
Bâtard-Montrachet Grand Cru,Marc Colin Bâtard-Montrachet Grand Cru 2019,2019,4.5,214,0.0,4,1565.0,0,France,24.14689206759833,0.002875399361022364,1924.0,1883.0,1903.5
Gorgona Rosso,Frescobaldi Gorgona Rosso 2019,2019,4.5,119,0.0,11,428.33333333333337,0,Italie,21.506055719001882,0.010505836575875485,2015.0,1117.0,1566.0
Attunga 1865 Shiraz,Kilikanoon Attunga 1865 Shiraz 2018,2018,4.4,371,0.0,7,300.0,0,Australie,26.031289075472717,0.014666666666666668,1820.0,884.0,1352.0
Charmes-Chambertin Grand Cru,Domaine Joseph Roty Charmes-Chambertin Grand Cru 2018,2018,4.4,718,0.0,3,996.6666666666669,0,France,28.936466103812187,0.004414715719063544,1653.0,1677.0,1665.0
RWT Bin 798 Shiraz,Penfolds RWT Bin 798 Shiraz 2018,2018,4.4,1975,4.4,309,239.33333333333331,0,Australie,33.38862418027498,0.018384401114206132,1331.0,721.0,1026.0
Sauternes,Château Voigny Sauternes 2019,2019,4.3,938,4.4,143,37.2,0,France,29.428124780726765,0.11559139784946235,1616.0,22.0,819.0
Novicium Estate,Continuum Novicium Estate 2019,2019,4.4,495,4.5,96,313.33333333333337,0,États-Unis,27.300054155302238,0.014042553191489362,1764.0,922.0,1343.0
Barolo Enrico VI,Cordero di Montezemolo Barolo Enrico VI 2019,2019,4.4,3107,0.0,18,126.66666666666669,0,Italie,35.38221680132941,0.034736842105263156,1162.0,337.0,749.5
Barolo Arione,Giacomo Conterno Barolo Arione 2015,2015,4.6,259,4.6,119,570.0,0,Italie,25.56140908381787,0.008070175438596491,1856.0,1296.0,1576.0
Grenache,Lillian Grenache 2016,2016,4.5,34,4.5,25,166.66666666666666,0,États-Unis,15.868622360772727,0.027000000000000003,2090.0,489.0,1289.5
Barolo Arione,Giacomo Conterno Barolo Arione 2016,2016,4.6,259,4.6,55,782.5,0,Italie,25.56140908381787,0.005878594249201278,1856.0,1503.0,1679.5
Barolo Arione,Giacomo Conterno Barolo Arione 2017,2017,4.6,259,4.7,44,555.0,0,Italie,25.56140908381787,0.008288288288288287,1856.0,1276.0,1566.0
Clos de Bèze Grand Cru,Domaine Prieuré Roch Clos de Bèze Grand Cru 2019,2019,4.5,635,0.0,1,5408.333333333333,0,France,29.041312495017113,0.0008320493066255779,1648.0,2077.0,1862.5
Clos de la Roche Grand Cru,Lucien le Moine Clos de la Roche Grand Cru 2019,2019,4.4,429,0.0,11,1081.6666666666667,0,France,26.670410443283277,0.004067796610169492,1798.0,1730.0,1764.0
Bonnes-Mares Grand Cru,Robert Groffier Bonnes-Mares Grand Cru 2019,2019,4.5,1208,0.0,15,1850.0,0,France,31.935246203226423,0.0024324324324324323,1439.0,1920.0,1679.5
Richebourg Grand Cru,Domaine Gros Frère et Soeur Richebourg Grand Cru 2019,2019,4.5,1296,0.0,18,1565.0,0,France,32.25167044610499,0.002875399361022364,1422.0,1883.0,1652.5
Cristal Rosé Vinothèque,Louis Roederer Cristal Rosé Vinothèque 2000,2000,4.8,88,0.0,3,2133.333333333333,0,France,21.491216709495394,0.0022500000000000003,2019.0,1940.0,1979.5
Rosso,Tresoro Rosso 2017,2017,4.5,88,4.5,62,332.0,0,Italie,20.14801566515193,0.01355421686746988,2044.0,951.0,1497.5
Charmes-Chambertin Grand Cru,Domaine Humbert Frères Charmes-Chambertin Grand Cru 2019,2019,4.4,277,0.0,6,266.6,0,France,24.745677027224293,0.016504126031507877,1892.0,797.0,1344.5
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche  2018,2018,4.5,1640,4.6,194,980.0,0,France,33.311031843682095,0.004591836734693878,1336.0,1660.0,1498.0
Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2018,2018,4.5,480,4.7,39,393.3333333333333,0,France,27.782037467558716,0.011440677966101695,1737.0,1061.0,1399.0
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,Domaine Faiveley Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru 2018,2018,4.5,33,0.0,0,1326.6666666666667,0,France,15.73428402659916,0.0033919597989949747,2091.0,1812.0,1951.5
Cabochon Doppio Zero,Monte Rossa Cabochon Doppio Zero 2016,2016,4.5,217,4.6,79,166.4,0,Italie,24.209538090932067,0.02704326923076923,1923.0,487.0,1205.0
Cabernet Sauvignon,Marion Cabernet Sauvignon 2019,2019,4.4,2408,0.0,8,48.4,0,Italie,34.260827948286334,0.09090909090909093,1267.0,56.0,661.5
Puligny-Montrachet 1er Cru 'La Garenne',Louis Jadot Puligny-Montrachet 1er Cru 'La Garenne' 2019,2019,4.4,442,0.0,10,261.7333333333333,0,France,26.801763481141872,0.016811003565970456,1789.0,784.0,1286.5
Cuvée Impériale Châteauneuf-du-Pape,Domaine Raymond Usseglio & Fils Cuvée Impériale Châteauneuf-du-Pape 2019,2019,4.3,1881,4.4,170,72.53333333333333,0,France,32.42010296599443,0.059283088235294115,1410.0,121.0,765.5
Lux Vitis,Tenuta Luce Lux Vitis 2018,2018,4.5,530,4.5,54,355.8333333333333,0,Italie,28.227946529457753,0.012646370023419205,1707.0,1003.0,1355.0
Volnay 1er Cru Les Caillerets,Domaine Henri Boillot Volnay 1er Cru Les Caillerets 2018,2018,4.3,591,4.5,26,211.33333333333331,0,France,27.441808874846224,0.020347003154574134,1759.0,657.0,1208.0
Librante Primitivo di Manduria,Luca Attanasio Librante Primitivo di Manduria 2019,2019,4.4,491,0.0,5,45.333333333333336,0,Italie,27.26435416229589,0.09705882352941177,1766.0,46.0,906.0
'Giulio Ferrari' Riserva del Fondatore Rosé,Ferrari 'Giulio Ferrari' Riserva del Fondatore Rosé 2009,2009,4.5,308,0.0,19,530.0,0,Italie,25.785449023381084,0.008490566037735849,1839.0,1254.0,1546.5
P2 Plénitude Brut Champagne,Dom Pérignon P2 Plénitude Brut Champagne 2004,2004,4.7,7543,4.7,167,620.0,0,France,41.96336372131207,0.007580645161290323,569.0,1350.0,959.5
Corton-Charlemagne Grand Cru,Domaine du Pavillon Corton-Charlemagne Grand Cru 2019,2019,4.4,708,0.0,19,181.44000000000003,0,France,28.874754012252367,0.024250440917107582,1664.0,549.0,1106.5
Glesie Climat,Vie di Romans Glesie Climat 2015,2015,4.6,37,0.0,11,100.0,0,Italie,16.61022239816343,0.046,2080.0,215.0,1147.5
