group_name,wine_name,acidity,intensity,sweetness,tannin,price_euros_liter
Jaro Sed de Caná 2009,Sed de Caná,3.3869867,3.8485668,1.9559445,3.6385832,221.20000000000002
Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2006,Cerretta Barolo Riserva (Vigna Bricco),4.644659,3.8201547,1.6062539,4.583418,273.3333333333333
Von Siebenthal Montelìg 2013,Montelìg,3.1128125,4.594468,1.7488612,3.4917915,66.65333333333334
Bruno Rocca Maria Adelaide Barbaresco 2006,Maria Adelaide Barbaresco,4.516188,3.4799845,1.2309568,3.9611266,355.0
Biondi-Santi Brunello di Montalcino 1995,Brunello di Montalcino,3.8186848,3.1439083,1.5962596,3.6097949,471.6666666666667
Bertani Amarone della Valpolicella Classico 1959,Amarone della Valpolicella Classico,2.3302438,4.6465397,3.125688,2.3217719,1125.0
Mascarello Giuseppe e Figlio Barolo Monprivato 2013,Barolo Monprivato,4.551566,3.528406,1.59358,4.265546,626.6666666666667
Ornellaia Bolgheri Superiore 1989,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,711.6666666666666
Banfi Poggio all'Oro Brunello di Montalcino Riserva 2013,Poggio all'Oro Brunello di Montalcino Riserva,3.871886,3.2360582,1.7356478,3.508806,181.73333333333335
Biondi-Santi Brunello di Montalcino 2013,Brunello di Montalcino,3.8186848,3.1439083,1.5962596,3.6097949,321.73333333333335
Bussola Amarone della Valpolicella Classico 2011,Amarone della Valpolicella Classico,2.2049556,4.8191743,3.3598473,2.2518773,241.66666666666666
Tenuta San Guido Sassicaia 1970,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,1693.3333333333333
Giacomo Conterno Barolo Riserva Monfortino 1961,Barolo Riserva Monfortino,4.513654,3.747927,1.8228105,4.350989,1516.6666666666665
Casa Silva Altura 2012,Altura,3.0880187,4.3353205,1.7505343,3.4341447,118.66666666666667
Leonetti Merlot 2010,Merlot,2.5498877,3.9385605,1.6291896,2.708973,238.33333333333334
Quinta do Noval Vintage Port 2011,Vintage Port,2.9037976,4.3502116,4.742126,,353.3333333333333
Château l'Évangile Pomerol 2011,Pomerol,3.3779693,4.1397324,1.6909002,3.4706314,226.66666666666666
Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2007,Vosne-Romanée Premier Cru Aux Reignots,4.042153,3.087818,1.9560068,2.5516326,5565.0
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2000,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,2705.0
Biondi-Santi Brunello di Montalcino 1988,Brunello di Montalcino,3.8186848,3.1439083,1.5962596,3.6097949,626.6666666666667
Pasetti Harimann Montepulciano d'Abruzzo 2000,Harimann Montepulciano d'Abruzzo,3.9217417,3.3390372,1.7084829,3.3048418,78.33333333333334
Château d'Yquem Sauternes 1962,Sauternes,4.338159,4.676008,4.8703017,,1366.6666666666667
Quintarelli Giuseppe Veneto Rosso del Bepi 2010,Veneto Rosso del Bepi,2.4586756,3.9865077,2.4127154,2.9060361,325.06666666666666
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2009,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,3671.666666666667
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2003,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,2248.3333333333335
Ornellaia Bolgheri Superiore 2010,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,796.6666666666666
E. Guigal Côte-Rôtie La Mouline 1976,Côte-Rôtie La Mouline,3.8720932,3.964839,1.7132782,3.8802671,6546.666666666667
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2008,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1320.0
Masi Campolongo di Torbe Amarone della Valpolicella Classico 2012,Campolongo di Torbe Amarone della Valpolicella Classico,2.2195082,4.726553,3.2979991,2.3750587,283.3333333333333
Château Suduiraut Sauternes (Premier Grand Cru Classé) 2007,Sauternes (Premier Grand Cru Classé),4.349971,4.744758,4.8788157,,66.53333333333333
Valentini Montepulciano d'Abruzzo 1992,Montepulciano d'Abruzzo,3.9610875,2.8323016,1.8085397,2.9395478,724.5333333333333
Ruinart Dom Ruinart Blanc de Blancs Brut Champagne 2010,Dom Ruinart Blanc de Blancs Brut Champagne,4.2583113,3.914699,,,382.66666666666663
Leonetti Merlot 2007,Merlot,2.5498877,3.9385605,1.6291896,2.708973,268.3333333333333
La Spinetta Vürsù Barolo Campè 2011,Vürsù Barolo Campè,4.5237427,3.891842,1.683044,4.385903,425.0
Biserno Lodovico 2013,Lodovico,2.989398,3.6530743,1.919053,2.9573863,566.6666666666666
Castello dei Rampolla d'Alceo 2001,d'Alceo,3.0984578,3.4048088,2.0091226,3.1084447,446.66666666666663
Gaja Darmagi Langhe 1984,Darmagi Langhe,2.4285307,4.001477,2.065667,3.1359265,441.66666666666663
Roccolo Grassi Amarone della Valpolicella 2001,Amarone della Valpolicella,2.2797103,4.7653646,3.3443024,2.3928275,388.3333333333333
Bruno Paillard N.P.U. Extra Brut Champagne (Nec Plus Ultra) 2008,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.434429,3.9957762,,,626.6666666666667
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 1999,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1765.0
Castello di Ama Vigneto Bellavista Chianti Classico 2007,Vigneto Bellavista Chianti Classico,3.8469875,3.2130225,1.9134988,3.6912632,295.0
Biondi-Santi Brunello di Montalcino Riserva 1990,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1395.0
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2010,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,2120.0
Opus One Opus One 2013,Opus One,3.816858,4.6327147,1.6506873,3.3543363,1025.0
Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2000,Falletto Barolo Le Rocche del Falletto Riserva,4.675603,3.7589545,1.9755139,4.443436,2064.1666666666665
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2005,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1601.0533333333333
Château Pavie Macquin Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.4400706,4.245782,1.7565886,3.5354245,383.33333333333337
La Grange des Pères Vin de Pays de l'Hérault 2004,Vin de Pays de l'Hérault,3.696465,3.884239,1.8121092,3.4815395,911.6666666666666
Casanova di Neri Tenuta Nuova Brunello di Montalcino 2012,Tenuta Nuova Brunello di Montalcino,3.820147,3.3786674,1.7909194,3.598853,313.33333333333337
Clos Rougeard Le Bourg Saumur Champigny 2013,Le Bourg Saumur Champigny,3.9739747,3.3390675,2.005911,3.4819372,1110.0
Castello dei Rampolla d'Alceo 2008,d'Alceo,3.0984578,3.4048088,2.0091226,3.1084447,261.6666666666667
Quintarelli Giuseppe Amarone della Valpolicella Classico 2013,Amarone della Valpolicella Classico,2.3609643,4.5979247,3.31935,2.3114297,566.6666666666666
Château Suduiraut Sauternes (Premier Grand Cru Classé) 2010,Sauternes (Premier Grand Cru Classé),4.349971,4.744758,4.8788157,,100.94666666666666
Dal Forno Romano Valpolicella Superiore Monte Lodoletta 2011,Valpolicella Superiore Monte Lodoletta,3.5089638,3.4422984,2.3023562,2.86965,238.33333333333334
Biondi-Santi Brunello di Montalcino 1985,Brunello di Montalcino,3.8186848,3.1439083,1.5962596,3.6097949,560.0
Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2002,Romanée-Saint-Vivant Grand Cru,4.264476,3.1718411,1.9474717,2.722061,4270.0
Château Rayas Châteauneuf-du-Pape 2010,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,4383.333333333334
Zýmē Kairos 2009,Kairos,2.4236004,3.965739,2.3404412,2.9441109,295.0
Château Lynch-Bages Pauillac (Grand Cru Classé) 1934,Pauillac (Grand Cru Classé),4.1892757,4.204046,1.6272988,4.23549,639.8000000000001
Deutz Amour de Deutz Millésimé Brut Champagne 2010,Amour de Deutz Millésimé Brut Champagne,4.2636185,3.6999748,,,265.3333333333333
Zýmē Kairos 2012,Kairos,2.4236004,3.965739,2.3404412,2.9441109,295.0
Gaja Costa Russi (Barbaresco) Langhe 1979,Costa Russi (Barbaresco) Langhe,4.6500616,3.7395484,1.7797054,3.962805,854.1666666666666
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2009,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,1300.0
Continuum Continuum Estate 2013,Continuum Estate,3.8341439,4.751272,1.7110485,3.5678773,430.0
Miguel Torres Chile Conde de Superunda 2013,Conde de Superunda,,,,,74.66666666666667
Ornellaia Bolgheri Superiore 1992,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,598.3333333333334
Gaja Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,Pieve Santa Restituta Sugarille Brunello di Montalcino,3.915702,3.3924997,1.729886,3.6711247,296.6666666666667
Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2004,Falletto Barolo Le Rocche del Falletto Riserva,4.675603,3.7589545,1.9755139,4.443436,2348.333333333333
Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 1994,Amarone della Valpolicella Monte Lodoletta,2.235851,4.8174415,3.3512034,2.4933603,1003.3333333333334
Michele Chiarlo Barolo Cannubi 2013,Barolo Cannubi,4.680343,3.8039796,1.4632843,4.4622173,180.0
Pol Roger Sir Winston Churchill Brut Champagne 2008,Sir Winston Churchill Brut Champagne,4.4169583,4.04944,,,911.6666666666666
Taittinger Comtes de Champagne Blanc de Blancs 2011,Comtes de Champagne Blanc de Blancs,4.404773,3.9023156,,,540.8333333333334
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2008,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,953.5333333333333
Bertani Amarone della Valpolicella Classico 1960,Amarone della Valpolicella Classico,2.3302438,4.6465397,3.125688,2.3217719,353.3333333333333
Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.4151723,4.09014,1.8411175,3.5042195,1046.9066666666668
Sandrone Barolo Le Vigne 2010,Barolo Le Vigne,4.557749,3.7941084,1.6677053,4.371829,560.0
Gaja Sorì San Lorenzo 2013,Sorì San Lorenzo,4.7262807,3.8454664,1.7701341,4.219747,923.3333333333334
Paolo Scavino Rocche dell'Annunziata Barolo Riserva 1985,Rocche dell'Annunziata Barolo Riserva,4.720542,3.8027658,1.6368265,4.43705,825.0
Bruno Rocca Barbaresco Rabajà 2000,Barbaresco Rabajà,4.594954,3.727336,1.5450536,4.004881,401.6666666666667
Dal Forno Romano Recioto della Valpolicella (Monte Lodoletta) 1990,Recioto della Valpolicella (Monte Lodoletta),,,,,1110.0
Ferrari 'Giulio Ferrari' Riserva del Fondatore 2007,'Giulio Ferrari' Riserva del Fondatore,3.3285792,3.4514754,,,471.6666666666667
Aldo Conterno Barolo Riserva Granbussia 1982,Barolo Riserva Granbussia,4.5848675,3.7970767,1.7309649,4.342974,1905.0
D'Oliveiras Boal Madeira 1968,Boal Madeira,4.0002613,4.693011,4.7262273,,424.3333333333333
Henri Bonneau Chateauneuf-du-Pape Réserve des Célestins 2011,Chateauneuf-du-Pape Réserve des Célestins,3.1329765,4.498529,2.0052009,3.0196457,1067.5
Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.382386,4.196221,1.7933086,3.5282295,933.3333333333334
Poggio Antico Brunello di Montalcino 1986,Brunello di Montalcino,3.8421304,3.1612687,1.5376806,3.425511,110.0
Parusso Barolo Bussia 2011,Barolo Bussia,4.4169183,3.8701873,1.6963162,4.3328404,206.66666666666666
Mascarello Giuseppe e Figlio Barolo Monprivato 2010,Barolo Monprivato,4.551566,3.528406,1.59358,4.265546,940.0
Quinta da Devesa 40 Anos Tawny Port,40 Anos Tawny Port,3.1503105,4.0130434,3.96795,,146.6
Louis Jadot Musigny Grand Cru 2013,Musigny Grand Cru,4.4048176,3.2144651,1.4583396,2.947396,1565.0
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2008,Bâtard-Montrachet Grand Cru,3.1919923,3.8556628,1.9112995,,2775.8333333333335
Dominio de Pingus Pingus 2005,Pingus,3.801916,3.970832,1.8904002,3.643772,3103.3333333333335
Dominio de Pingus Pingus 2004,Pingus,3.801916,3.970832,1.8904002,3.643772,4526.666666666666
Oremus Tokaji Aszú 5 Puttonyos 2000,Tokaji Aszú 5 Puttonyos,4.960792,3.1639774,4.9386196,,199.94
Villa Spinosa Guglielmi di Jago Amarone della Valpolicella Classico 1998,Guglielmi di Jago Amarone della Valpolicella Classico,2.3768718,4.5801535,3.2615898,2.4535384,370.1333333333334
Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2007,Romanée-Saint-Vivant Grand Cru,4.264476,3.1718411,1.9474717,2.722061,4270.0
Ornellaia Bolgheri Superiore 2012,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,570.0
Dal Forno Romano Recioto della Valpolicella (Monte Lodoletta) 1988,Recioto della Valpolicella (Monte Lodoletta),,,,,683.3333333333334
Leonetti Merlot 2006,Merlot,2.5498877,3.9385605,1.6291896,2.708973,238.33333333333334
Quintarelli Giuseppe Recioto della Valpolicella Classico 1985,Recioto della Valpolicella Classico,,,,,1366.6666666666667
Dom Pérignon Brut Champagne 2006,Brut Champagne,4.3640895,3.9627125,,,586.6666666666666
Biondi-Santi Brunello di Montalcino Riserva 2011,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,793.3333333333334
Biondi-Santi Brunello di Montalcino Riserva 2010,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,926.6666666666666
Dom Pérignon Brut Champagne 2013,Brut Champagne,4.3640895,3.9627125,,,333.3333333333333
Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2013,Vosne-Romanée Premier Cru Aux Reignots,4.042153,3.087818,1.9560068,2.5516326,5485.333333333333
Casanova di Neri Brunello di Montalcino 2013,Brunello di Montalcino,3.8184934,3.283987,1.7140387,3.5789404,110.0
Clos Rougeard Le Bourg Saumur Champigny 2009,Le Bourg Saumur Champigny,3.9739747,3.3390675,2.005911,3.4819372,1281.6666666666667
Le Macchiole Messorio 2010,Messorio,3.0969987,3.5081158,1.9021307,3.0368488,711.6666666666666
Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2010,Barolo Riserva Monprivato Cà d'Morissio,4.6706405,3.6972122,1.4942112,4.506091,2248.3333333333335
Château Rayas Pignan Châteauneuf-du-Pape Réserve Rouge 2004,Pignan Châteauneuf-du-Pape Réserve Rouge,3.0647666,4.255614,1.9042784,2.7835867,1281.6666666666667
Gaja Sorì Tildìn (Barbaresco) Langhe 1974,Sorì Tildìn (Barbaresco) Langhe,4.7012973,3.8227334,1.6132797,4.0354605,2165.0
Poggio Antico Brunello di Montalcino 1987,Brunello di Montalcino,3.8421304,3.1612687,1.5376806,3.425511,110.0
Gaja Sorì Tildìn (Barbaresco) Langhe 1985,Sorì Tildìn (Barbaresco) Langhe,4.7012973,3.8227334,1.6132797,4.0354605,1480.0
Verite Le Désir 2013,Le Désir,3.8459346,4.750483,1.4755096,3.9275227,659.8666666666666
Ilatium Morini Campo León Amarone della Valpolicella 2013,Campo León Amarone della Valpolicella,2.328538,4.733995,3.2609541,2.2959945,165.0
Gaja Costa Russi (Barbaresco) Langhe 1982,Costa Russi (Barbaresco) Langhe,4.6500616,3.7395484,1.7797054,3.962805,1281.6666666666667
Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2008,Falletto Barolo Le Rocche del Falletto Riserva,4.675603,3.7589545,1.9755139,4.443436,1025.0
La Spinetta Vürsù Barbaresco Gallina 2006,Vürsù Barbaresco Gallina,4.733941,3.814363,1.5651741,4.1603694,325.0
La Spinetta Vürsù Barbaresco Gallina 2003,Vürsù Barbaresco Gallina,4.733941,3.814363,1.5651741,4.1603694,273.3333333333333
Edmond Vatan Sancerre 'Clos la Néore' 2013,Sancerre 'Clos la Néore',4.02023,2.6263325,1.566774,,1195.0
Dom Pérignon Brut Champagne 2012,Brut Champagne,4.3640895,3.9627125,,,530.0
Talenti Brunello di Montalcino Riserva Pian di Conte 2012,Brunello di Montalcino Riserva Pian di Conte,3.8143263,3.1729355,1.8333937,3.500469,138.33333333333334
Bollinger La Grande Année Brut Champagne 2012,La Grande Année Brut Champagne,4.3674808,4.0864882,,,391.6666666666667
Clos Rougeard Les Poyeux Saumur Champigny 2009,Les Poyeux Saumur Champigny,3.9530256,3.2606485,2.2080355,3.5094397,940.0
Leonetti Reserve 2007,Reserve,,,,,441.66666666666663
Quebrada de Macul Domus Aurea Cabernet Sauvignon 2013,Domus Aurea Cabernet Sauvignon,3.0334966,4.318866,1.8381319,3.304302,226.33333333333334
Quintarelli Giuseppe Amarone della Valpolicella Classico Riserva 2011,Amarone della Valpolicella Classico Riserva,2.4278033,4.771582,3.4217513,2.327957,1395.0
Avignonesi Vin Santo di Montepulciano 1992,Vin Santo di Montepulciano,4.492628,3.9921334,4.952543,,826.6666666666666
Quintarelli Giuseppe Recioto della Valpolicella Classico Riserva 1990,Recioto della Valpolicella Classico Riserva,,,,,1850.0
Gaja Sorì San Lorenzo 1976,Sorì San Lorenzo,4.7262807,3.8454664,1.7701341,4.219747,996.6666666666667
Le Ragose Amarone Della Valpolicella Marta Galli 2008,Amarone Della Valpolicella Marta Galli,2.306526,4.6194935,3.2036428,2.1693032,133.33333333333334
Burmester 30 Year Old Tawny Port,30 Year Old Tawny Port,2.9178329,4.326792,4.385495,,192.4
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2012,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1911.7333333333333
La Rioja Alta Gran Reserva 890 2010,Gran Reserva 890,3.7349415,3.8048408,1.7166057,3.687399,265.26666666666665
Villa Spinosa Guglielmi di Jago Amarone della Valpolicella Classico 2007,Guglielmi di Jago Amarone della Valpolicella Classico,2.3768718,4.5801535,3.2615898,2.4535384,247.46666666666667
Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2009,Cerretta Barolo Riserva (Vigna Bricco),4.644659,3.8201547,1.6062539,4.583418,328.3333333333333
Dominio de Pingus Pingus 2013,Pingus,3.801916,3.970832,1.8904002,3.643772,2220.0
Antinori Pian delle Vigne Brunello di Montalcino 2013,Pian delle Vigne Brunello di Montalcino,3.7869322,3.2263973,1.6081825,3.439114,128.39999999999998
Roberto Voerzio Brunate  Barolo 1990,Brunate  Barolo,4.668839,3.9055636,1.7103062,4.4732776,796.6666666666666
Leonetti Merlot 2002,Merlot,2.5498877,3.9385605,1.6291896,2.708973,238.33333333333334
Ferrari 'Giulio Ferrari' Riserva del Fondatore 2002,'Giulio Ferrari' Riserva del Fondatore,3.3285792,3.4514754,,,655.0
Costers del Siurana Dolç de L'Obac 2011,Dolç de L'Obac,,,,,177.14
Costers del Siurana Miserere 2011,Miserere,3.5874398,4.515703,1.507604,3.3331068,151.3466666666667
Leonetti Merlot 2005,Merlot,2.5498877,3.9385605,1.6291896,2.708973,238.33333333333334
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2010,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,1384.8400000000001
Château de Beaucastel Hommage à Jacques Perrin Châteauneuf-du-Pape 2011,Hommage à Jacques Perrin Châteauneuf-du-Pape,3.1056042,4.6523724,1.7615204,2.902904,693.3333333333334
Guido Brivio Platinum 2011,Platinum,3.2129703,4.011432,2.3343668,3.1689587,259.8666666666667
Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Les Petits Monts 2010,Vosne-Romanée Premier Cru Les Petits Monts,4.132008,2.9053414,2.1769478,2.578253,11132.0
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2014,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,2333.3333333333335
Remírez de Ganuza Rioja Reserva 2014,Rioja Reserva,3.6719735,3.9748554,1.6925775,3.7801104,93.25333333333333
Almaviva Almaviva 2014,Almaviva,3.0401866,4.596873,1.8851886,3.53141,293.3333333333333
Castello di Ama Vigneto Bellavista Chianti Classico 2011,Vigneto Bellavista Chianti Classico,3.8469875,3.2130225,1.9134988,3.6912632,288.3333333333333
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2013,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1065.3333333333333
Valdicava Brunello di Montalcino 2013,Brunello di Montalcino,3.876588,3.352748,1.611603,3.6603677,126.6
Henri Jayer Échézeaux Grand Cru 1976,Échézeaux Grand Cru,4.273491,2.7912028,2.3618987,2.5460024,17182.0
Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 1949,Pessac-Léognan (Grand Cru Classé de Graves),4.194294,4.1819034,1.7193894,4.232646,3514.066666666667
Château Pontet-Canet Pauillac (Grand Cru Classé) 2014,Pauillac (Grand Cru Classé),4.201068,4.22026,1.6716634,4.230456,158.66666666666669
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 1974,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,825.0
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2.847803,3.7871275,2.0481691,,2533.333333333333
Tenuta San Guido Sassicaia 2014,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,768.3333333333333
Bollinger La Grande Année Brut Champagne 2014,La Grande Année Brut Champagne,4.3674808,4.0864882,,,321.8666666666667
Bollinger R.D Extra Brut Champagne (Récemment Dégorgé) 2004,R.D Extra Brut Champagne (Récemment Dégorgé),4.4763446,4.174762,,,711.6666666666666
Louis Roederer Cristal Brut Champagne (Millésimé) 2014,Cristal Brut Champagne (Millésimé),4.416872,3.902971,,,616.6666666666667
Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2014,Grand Vin Pauillac (Premier Grand Cru Classé),4.134296,4.1281376,1.6716481,4.1408772,1656.6666666666667
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2014,Montrachet Grand Cru Marquis de Laguiche,3.1082401,3.832167,1.9866148,,2705.0
Château des Tours Vacqueyras 2011,Vacqueyras,3.4521956,3.8238244,1.9571805,3.1417801,333.3333333333333
Château de Beaucastel Hommage à Jacques Perrin Châteauneuf-du-Pape 2012,Hommage à Jacques Perrin Châteauneuf-du-Pape,3.1056042,4.6523724,1.7615204,2.902904,740.0
Rocche dei Manzoni Vigna Cappella di S. Stefano Perno Barolo 2012,Vigna Cappella di S. Stefano Perno Barolo,4.5566106,3.8076956,1.5660388,4.363103,165.0
Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2012,Falletto Barolo Le Rocche del Falletto Riserva,4.675603,3.7589545,1.9755139,4.443436,1067.5
Egly-Ouriet V.P Extra Brut Champagne Grand Cru 'Ambonnay',V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4975915,4.1418915,,,199.93333333333334
Ca' del Bosco Cuvée Annamaria Clementi (Extra Brut) 2014,Cuvée Annamaria Clementi (Extra Brut),3.8442688,2.9408581,,,202.24
Ca' del Bosco Cuvée Annamaria Clementi (Extra Brut) 2013,Cuvée Annamaria Clementi (Extra Brut),3.8442688,2.9408581,,,188.07999999999998
Biondi-Santi Brunello di Montalcino Riserva 1961,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1395.0
Dom Pérignon Brut Rosé Champagne 2008,Brut Rosé Champagne,4.317013,3.9897647,,,833.3333333333334
Costers del Siurana Clos de L'Obac 2013,Clos de L'Obac,3.516844,4.595913,1.709223,3.325913,129.08
Château La Fleur-Pétrus Pomerol 2014,Pomerol,3.3711822,4.098032,1.801,3.4681149,626.6666666666667
Fattoria San Lorenzo Il San Lorenzo Bianco 2009,Il San Lorenzo Bianco,3.7512586,3.7813396,2.3064723,,100.0
Poggio di Sotto Brunello di Montalcino Riserva 2011,Brunello di Montalcino Riserva,3.818474,3.1949534,1.6230472,3.441192,960.0
Dominio de Pingus Pingus 2014,Pingus,3.801916,3.970832,1.8904002,3.643772,3558.333333333333
Col d'Orcia Poggio Al Vento Brunello di Montalcino Riserva 2010,Poggio Al Vento Brunello di Montalcino Riserva,3.7502875,3.3198974,1.6124237,3.6132965,235.83333333333334
Ànima Negra Son Negre 2004,Son Negre,3.1135416,3.8923752,1.7594486,3.02895,277.73333333333335
Rivetto Barolo Riserva Leon 2008,Barolo Riserva Leon,4.65733,3.8069618,1.5542421,4.4133496,261.6666666666667
Avignonesi Vin Santo di Montepulciano 1988,Vin Santo di Montepulciano,4.492628,3.9921334,4.952543,,943.3333333333334
Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.3821888,4.1960263,1.8600491,3.5267162,391.6
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2005,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,2220.0
Perrier-Jouët Belle Epoque Brut Champagne 2014,Belle Epoque Brut Champagne,4.3558774,3.7529078,,,353.3333333333333
Mocali Brunello di Montalcino Riserva 1998,Brunello di Montalcino Riserva,3.7429292,3.415939,1.3216767,3.397212,168.33333333333334
Cos d'Estournel Cos d'Estournel 2014,Cos d'Estournel,4.2013316,4.1952944,1.6652306,4.2301917,221.48000000000002
La Grange des Pères Vin de Pays de l'Hérault 2012,Vin de Pays de l'Hérault,3.696465,3.884239,1.8121092,3.4815395,911.6666666666666
Elio Altare Arborina Barolo 1990,Arborina Barolo,4.596376,3.7583401,1.7115326,4.331842,560.0
Il Marroneto Madonna delle Grazie Brunello di Montalcino 2013,Madonna delle Grazie Brunello di Montalcino,3.8020136,3.4241893,1.78457,3.6632488,655.0
Il Marroneto Madonna delle Grazie Brunello di Montalcino 2010,Madonna delle Grazie Brunello di Montalcino,3.8020136,3.4241893,1.78457,3.6632488,1395.0
Château Figeac Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.3902686,4.1043267,1.6458696,3.4461513,626.6666666666667
Gaja Sorì San Lorenzo 2014,Sorì San Lorenzo,4.7262807,3.8454664,1.7701341,4.219747,996.6666666666667
Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 2009,Pessac-Léognan (Grand Cru Classé de Graves),4.194294,4.1819034,1.7193894,4.232646,1154.1999999999998
Recchia Cà Bertoldi Amarone della Valpolicella Classico 2013,Cà Bertoldi Amarone della Valpolicella Classico,2.2030034,4.851037,3.1258953,2.1124525,77.2
Tua Rita Redigaffi Toscana 2012,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,323.3333333333333
Remírez de Ganuza Trasnocho 2014,Trasnocho,3.7219884,4.0481725,1.871458,3.795829,138.05333333333334
Armand de Brignac Brut Champagne (Gold),Brut Champagne (Gold),4.178781,3.8589668,,,438.66666666666663
Oremus Tokaji Aszú 5 Puttonyos 2013,Tokaji Aszú 5 Puttonyos,4.960792,3.1639774,4.9386196,,144.96
