group_name,wine_name,acidity,intensity,sweetness,tannin,price_euros_liter
Marchesi Fumanelli Amarone della Valpolicella 2018,Amarone della Valpolicella,2.2619195,4.659907,3.2980664,2.2331486,73.33333333333333
Jean-Michel Gerin Les Grandes Places Côte-Rôtie 2017,Les Grandes Places Côte-Rôtie,3.8559096,4.239091,1.984394,3.8541028,294.1333333333333
Bodega Contador (Benjamín Romeo) La Cueva del Contador Rioja 2018,La Cueva del Contador Rioja,3.7476807,3.8985107,1.897477,3.8145914,103.53333333333333
Domaine Faiveley Nuits-Saint-Georges 1er Cru Les Damodes 2018,Nuits-Saint-Georges 1er Cru Les Damodes,4.160488,3.0698943,1.6620766,2.8115623,101.66666666666667
Domaine Jean-Louis Chave Saint-Joseph 2018,Saint-Joseph,3.5058928,4.200276,1.601572,3.270629,238.33333333333334
Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2018,Chapelle d'Ausone Saint-Émilion Grand Cru,3.4394982,4.140289,1.6023306,3.4600708,603.4666666666667
Domaine Bernard Moreau et Fils Chassagne-Montrachet 2018,Chassagne-Montrachet,3.2823174,3.789402,1.5938239,,128.33333333333331
Joh. Jos. Prüm Graacher Himmelreich Riesling Auslese 'Goldkapsel' 2012,Graacher Himmelreich Riesling Auslese 'Goldkapsel',4.6801662,3.3151395,3.0887501,,622.4000000000001
Domaine Gros Frère et Soeur Richebourg Grand Cru 2018,Richebourg Grand Cru,4.2243257,3.1016965,2.031315,2.7235265,1536.6666666666665
Joseph Drouhin Chambertin Clos de Bèze Grand Cru 2017,Chambertin Clos de Bèze Grand Cru,4.4324017,3.0379276,1.8174781,2.7793422,706.6666666666666
Jean-Michel Gerin La Landonne Côte-Rôtie 2018,La Landonne Côte-Rôtie,3.9599433,4.038403,1.8482229,3.6654665,503.06666666666666
Emmanuel Rouget Vosne-Romanée 2018,Vosne-Romanée,4.0248237,2.8715613,1.9310017,2.5376325,996.6666666666667
Domaine Faiveley Grands-Echezeaux Grand Cru 2018,Grands-Echezeaux Grand Cru,4.2906613,3.005686,1.2915536,2.545603,360.0
Terlan (Terlano) Riserva Nova Domus Terlaner 2018,Riserva Nova Domus Terlaner,3.2276218,3.9129705,2.3061333,,108.33333333333334
Domaine des Beaumont Charmes-Chambertin Grand Cru 2016,Charmes-Chambertin Grand Cru,3.9637978,3.1000192,1.7125001,2.4679005,333.3333333333333
Vincent Girardin Corton-Charlemagne Grand Cru 2017,Corton-Charlemagne Grand Cru,3.3162386,3.789003,1.6939689,,545.0
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2018,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2.847803,3.7871275,2.0481691,,1231.9866666666667
Corte Aleardi Bure Alto Amarone  della Valpolicella Classico Riserva 2010,Bure Alto Amarone  della Valpolicella Classico Riserva,2.2535899,4.3784614,3.52959,2.086923,132.0
VALENCISO Rioja Reserva 10 Años Después Edición Limitada 2012,Rioja Reserva 10 Años Después Edición Limitada,3.736463,3.8163993,1.5956244,3.7935853,62.6
Domaine Faiveley Mazis-Chambertin Grand Cru 2018,Mazis-Chambertin Grand Cru,4.054049,3.0820901,1.7251658,2.6705647,312.33333333333337
San Giovenale Habemus Lazio Rosso (Etichetta Rossa) 2017,Habemus Lazio Rosso (Etichetta Rossa),3.2626112,3.5705466,2.119575,3.2794333,205.0
Vincent Gaudry Pour Vous Sancerre 2017,Pour Vous Sancerre,3.9860346,2.2350862,1.6999139,,76.0
Nervi Vigna Molsino 2018,Vigna Molsino,4.6251874,3.693155,1.6302043,4.283946,181.30666666666664
Château Bellevue-Mondotte Saint-Émilion Grand Cru 2018,Saint-Émilion Grand Cru,3.4226437,4.310869,1.7499928,3.6329746,211.24
Castello dei Rampolla d'Alceo 2018,d'Alceo,3.0984578,3.4048088,2.0091226,3.1084447,310.0
Terroir Al Límit Soc. Lda Les Manyes 2018,Les Manyes,3.5719585,4.350286,1.6663749,3.4206765,287.25333333333333
Louis Lequin Corton-Charlemagne Grand Cru 2015,Corton-Charlemagne Grand Cru,2.662353,4.030588,1.8717645,,164.50666666666666
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'La Maltroie' 2017,Chassagne-Montrachet 1er Cru 'La Maltroie',3.3383968,3.8680708,1.522193,,260.0
Quinta da Devesa Colheita Porto Branco 1970,Colheita Porto Branco,3.349586,4.334201,4.4869823,,237.9
Bodegas Peñafiel Mironia Black Edition Tempranillo 2018,Mironia Black Edition Tempranillo,3.4979887,4.0665555,1.7522718,3.5863314,68.53333333333333
Domaine Faiveley Charmes-Chambertin Grand Cru 2017,Charmes-Chambertin Grand Cru,4.151119,3.3790147,2.112612,2.8895671,243.33333333333334
Ruffino Alàuda 2018,Alàuda,3.071004,3.6696966,2.1122599,3.036426,148.66666666666666
Tommasi De Buris Amarone della Valpolicella Classico Riserva 2009,De Buris Amarone della Valpolicella Classico Riserva,2.5711343,4.2335277,3.203101,2.291238,598.3333333333334
San Filippo Le Lucére Brunello di Montalcino Riserva 2015,Le Lucére Brunello di Montalcino Riserva,3.807475,3.3042076,1.3794554,3.6851978,526.6666666666666
Pilandro 110 e Lode Merlot 2018,110 e Lode Merlot,2.6912735,4.0924845,2.1146274,3.3302798,71.73333333333333
La Collina dei Ciliegi Ciliegio Amarone della Valpolicella 2016,Ciliegio Amarone della Valpolicella,2.2506666,4.3733335,3.3313334,2.0613334,231.46666666666664
Bodegas Luis Perez Fino La Barajuela 2018,Fino La Barajuela,,,,,109.2
Chanson Charmes-Chambertin Grand Cru 2018,Charmes-Chambertin Grand Cru,4.2897277,3.0898807,1.989472,2.6261158,449.2
Domaine Jacques Prieur Corton-Bressandes Grand Cru 2018,Corton-Bressandes Grand Cru,3.7803164,2.7001624,1.5309752,2.3176732,244.79999999999998
1000 de Chipuri Carpathia Heritage 2018,Carpathia Heritage,3.1726356,3.31093,2.3222482,3.268372,48.10666666666667
Domaine de Montille Clos Vougeot Grand Cru 2017,Clos Vougeot Grand Cru,4.3224115,3.0999236,1.5743816,2.9310076,317.1333333333333
Bruno Giacosa Collina Rionda di Serralunga Barolo 1982,Collina Rionda di Serralunga Barolo,4.2120852,3.0328512,1.3892766,3.8716595,10085.0
Rutini Malbec 2019,Malbec,2.717778,3.8502533,2.1518486,2.6998742,34.653333333333336
Ornellaia Bolgheri Superiore 2019,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,556.6666666666666
Tenuta San Guido Sassicaia 2019,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,660.0
Almaviva Almaviva 2019,Almaviva,3.0401866,4.596873,1.8851886,3.53141,260.0
Caymus Cabernet Sauvignon 2019,Cabernet Sauvignon,3.2843688,4.748084,1.9367127,3.1468155,118.63333333333333
Opus One Opus One 2019,Opus One,3.816858,4.6327147,1.6506873,3.3543363,493.33333333333337
Cos d'Estournel Cos d'Estournel 2019,Cos d'Estournel,4.2013316,4.1952944,1.6652306,4.2301917,306.59999999999997
Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 2019,Pessac-Léognan (Grand Cru Classé de Graves),4.194294,4.1819034,1.7193894,4.232646,660.0
Shafer One Point Five Cabernet Sauvignon 2019,One Point Five Cabernet Sauvignon,3.6205707,4.792717,1.615925,3.4699059,167.93333333333334
Château de Beaucastel Châteauneuf-du-Pape 2019,Châteauneuf-du-Pape,3.1016986,4.6371837,1.724843,2.8933873,159.33333333333331
Alión Ribera del Duero 2019,Ribera del Duero,3.6902692,3.9258716,1.8380817,3.5338376,108.85333333333332
Antinori Tenuta Tignanello 'Solaia' 2019,Tenuta Tignanello 'Solaia',3.0641637,3.4507132,1.8885487,2.9705827,456.0
Château Margaux Château Margaux (Premier Grand Cru Classé) 2019,Château Margaux (Premier Grand Cru Classé),4.170338,3.6746032,1.6031541,3.8258963,1584.0666666666666
Masseto Toscana 2019,Toscana,3.1028588,3.6077247,1.9779595,3.1404293,1516.5333333333335
Château d'Yquem Sauternes 2019,Sauternes,4.338159,4.676008,4.8703017,,653.3333333333334
Joseph Phelps Vineyards Insignia 2019,Insignia,3.8176463,4.761486,1.7427489,3.4895406,420.0
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2019,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,825.28
Antinori Tignanello 2019,Tignanello,3.082814,3.4132028,1.7224381,2.9867094,180.0
Tenuta Luce Luce 2019,Luce,3.1256583,3.4374213,1.7797035,3.0761526,275.0
Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.382386,4.196221,1.7933086,3.5282295,606.9333333333333
de Ladoucette Baron de L Pouilly-Fumé 2019,Baron de L Pouilly-Fumé,3.850036,2.2868114,1.5027466,,130.6
Remírez de Ganuza Rioja Blanco Reserva 2016,Rioja Blanco Reserva,3.2929113,3.957251,1.8718536,,143.53333333333336
Château l'Eglise-Clinet Pomerol 2019,Pomerol,3.4342093,4.230132,1.7766465,3.5694172,1001.0666666666666
Domaine Comte Georges de Vogüé Bonnes-Mares Grand Cru 2019,Bonnes-Mares Grand Cru,4.1815014,3.2253094,1.929253,2.7975812,1765.0
Quintessa Rutherford 2019,Rutherford,3.8225102,4.7117114,1.6017184,3.2889876,346.92
Joseph Phelps Vineyards Cabernet Sauvignon 2019,Cabernet Sauvignon,3.3340175,4.709039,1.6904904,3.3714912,127.93333333333334
Frescobaldi Gorgona Rosso 2015,Gorgona Rosso,3.18,3.7907226,1.2839758,2.6971886,441.66666666666663
Frescobaldi Gorgona Rosso 2016,Gorgona Rosso,3.18,3.7907226,1.2839758,2.6971886,428.33333333333337
Sena Aconcagua Valley 2019,Aconcagua Valley,3.1234899,4.550516,1.9092625,3.5512285,166.24
Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2019,Saint-Julien (Grand Cru Classé),4.188057,3.7862008,1.6340022,3.8746238,339.05333333333334
Luccarelli Il Bacca Old Vine Primitivo di Manduria 2019,Il Bacca Old Vine Primitivo di Manduria,1.8308221,4.052586,3.0354161,2.3699353,37.0
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2019,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,1817.3999999999999
Susana Balbo Nosotros Single Vineyard Nómade 2019,Nosotros Single Vineyard Nómade,2.6501634,4.13788,2.1509123,2.8981028,166.66666666666666
Le Pin Pomerol 2019,Pomerol,3.4015212,4.1260633,1.9155464,3.2912078,8400.0
Beaulieu Vineyard (BV) Georges De Latour Private Reserve Cabernet Sauvignon 2019,Georges De Latour Private Reserve Cabernet Sauvignon,3.3221471,4.675551,1.6130458,3.3315527,266.6
Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.4151723,4.09014,1.8411175,3.5042195,2250.0
Fontodi Flaccianello della Pieve 2019,Flaccianello della Pieve,3.19551,3.4869254,1.7224033,3.1631904,185.26666666666665
Château Figeac Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.3902686,4.1043267,1.6458696,3.4461513,391.50666666666666
Château Pontet-Canet Pauillac (Grand Cru Classé) 2019,Pauillac (Grand Cru Classé),4.201068,4.22026,1.6716634,4.230456,325.0
Chateau Montelena Chardonnay 2019,Chardonnay,2.992915,4.628558,2.2345717,,105.26666666666668
Braida Ai Suma Barbera d'Asti 2019,Ai Suma Barbera d'Asti,3.894353,3.7293997,1.8523548,2.3706212,112.0
Isole e Olena Cepparello Red 2019,Cepparello Red,3.1967108,3.3365555,1.694051,3.0117443,253.33333333333334
Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2019,Saint-Julien (Grand Cru Classé),4.1830826,3.7725508,1.5905166,3.828993,301.7066666666667
Egon Müller - Scharzhof Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese 2018,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.801955,3.0780315,2.813712,,305.4
Casa Ferreirinha Quinta da Leda Douro 2019,Quinta da Leda Douro,3.009171,4.506614,1.8381321,3.5543265,40.0
Château Smith Haut-Lafitte Pessac-Léognan (Grand Cru Classé de Graves) 2019,Pessac-Léognan (Grand Cru Classé de Graves),4.2328806,4.2435613,1.6600603,4.2683516,210.6
Chacra Treinta y Dos Pinot Noir 2019,Treinta y Dos Pinot Noir,3.2335303,3.0367508,1.6315441,1.92798,243.33333333333334
Mazzei Siepi 2019,Siepi,3.156144,3.4918664,1.807986,2.9856336,117.84
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1193.3333333333333
Cheval des Andes Mendoza 2019,Mendoza,3.7735553,4.5870132,1.7433643,3.569831,141.13333333333333
Labruyère-Prieur Sélection Charmes-Chambertin Grand Cru 2016,Charmes-Chambertin Grand Cru,4.75,2.7,1.15,2.35,399.0
Catena Zapata Nicolás Catena Zapata 2019,Nicolás Catena Zapata,3.0623786,4.2854166,1.8266736,3.220787,112.0
Varvaglione Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2019,Cosimo Varvaglione Collezione Privata Primitivo di Manduria,1.8888605,4.049851,3.1291568,2.2416334,41.93333333333333
Inglenook Rubicon 2019,Rubicon,3.8794467,4.7512317,1.6132872,3.4042459,323.0
Lillian Cabernet Sauvignon 2016,Cabernet Sauvignon,3.0968847,4.5367947,1.4456885,3.6533635,278.73333333333335
Domaine Cecile Tremblay Morey-Saint-Denis Tres Girard 2017,Morey-Saint-Denis Tres Girard,4.06517,3.0059533,2.1216843,2.625106,1366.6666666666667
Fattoria le Pupille Saffredi 2019,Saffredi,3.1319983,3.4438024,1.8776495,3.121578,210.0
Quinta do Crasto Colheita Porto 2003,Colheita Porto,3.048492,4.646477,4.8262177,,53.199999999999996
Artadi Valdegines 2018,Valdegines,3.473707,4.0608525,1.734133,3.8617196,81.73333333333332
Klein Constantia Vin de Constance (Natural Sweet) 2019,Vin de Constance (Natural Sweet),4.958154,3.930444,4.960214,,132.16
Brunelli Amarone della Valpolicella Classico 2019,Amarone della Valpolicella Classico,2.28621,4.7466645,3.2302346,2.1888618,50.0
Château l'Évangile Pomerol 2019,Pomerol,3.3779693,4.1397324,1.6909002,3.4706314,393.3333333333333
Domaine Bertagna Clos Saint Denis Grand Cru 2019,Clos Saint Denis Grand Cru,4.1495495,3.2234502,2.0073063,2.5575855,389.2
D.V. Catena Cabernet - Cabernet 2019,Cabernet - Cabernet,3.1445348,4.1983423,1.9815465,3.288324,215.0666666666667
Domaine Forey Père & Fils Echezeaux Grand Cru 2018,Echezeaux Grand Cru,4.371414,2.8847156,2.1185365,2.6541462,501.6666666666667
Joseph Drouhin Puligny-Montrachet 2019,Puligny-Montrachet,3.2249227,3.6607418,1.6064351,,134.0
Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 2019,Pauillac (Grand Cru Classé),4.1554546,4.054531,1.5896021,4.098894,369.05333333333334
Sierra Cantabria Amancio 2019,Amancio,3.690204,4.000581,2.1217496,3.8004334,126.6
Antinori Castello della Sala Cervaro della Sala 2019,Castello della Sala Cervaro della Sala,3.8587165,3.276715,2.3621032,,173.33333333333334
Teso La Monja Victorino 2019,Victorino,2.7780287,4.398544,1.8342377,3.4223406,58.60000000000001
Bruno Giacosa Collina Rionda di Serralunga Barolo 1967,Collina Rionda di Serralunga Barolo,4.2120852,3.0328512,1.3892766,3.8716595,6831.666666666667
Orin Swift Eight Years In The Desert 2019,Eight Years In The Desert,1.9226278,4.7943244,2.4408796,2.5545352,85.79999999999998
Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.3821888,4.1960263,1.8600491,3.5267162,505.3333333333333
Markus Molitor Zeltinger Sonnenuhr Beerenauslese 2017,Zeltinger Sonnenuhr Beerenauslese,4.7252946,3.7605884,3.4264705,,766.6666666666667
Château Trotanoy Pomerol 2019,Pomerol,3.4038813,4.1548076,1.6839123,3.5436969,825.0
Viña Cobos Bramare Malbec Uco Valley 2019,Bramare Malbec Uco Valley,2.697112,4.0279555,2.2074132,2.7679684,80.26666666666667
De Toren Private Cellar Book 17 XVII 2019,Book 17 XVII,3.7373917,4.0201316,1.6803064,3.4206069,280.0
Emmanuel Rouget Echezeaux Grand Cru 2019,Echezeaux Grand Cru,4.1542106,3.0730515,2.1487,2.6843195,2818.3333333333335
Braida Bricco dell'Uccellone Barbera d'Asti 2019,Bricco dell'Uccellone Barbera d'Asti,3.8818424,3.726445,1.8737041,2.405632,79.86666666666667
Orin Swift Papillon 2019,Papillon,3.8795583,4.8676286,1.6881932,3.4377155,144.0
Domaine Trapet Chambertin Grand Cru 2019,Chambertin Grand Cru,4.2264743,3.0739026,1.7182577,2.7263403,1978.3333333333333
Domaine du Clos de Tart Clos de Tart Grand Cru Monopole 2019,Clos de Tart Grand Cru Monopole,4.171164,3.0912836,1.7857957,2.7014532,1965.0
Bodegas Roda Cirsion Rioja 2019,Cirsion Rioja,3.711729,3.9570887,1.9234011,3.8563433,310.4266666666667
Quinta do Vesuvio Douro 2019,Douro,3.0951936,4.466017,1.6386396,3.5653784,78.60000000000001
Vigneti del Salento Vigne Vecchie Gold Series Leggenda Primitivo di Manduria 2019,Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,1.9133979,4.116068,3.0665753,2.3039157,31.933333333333334
Domaine Jean-Louis Chave L'Hermitage 2019,L'Hermitage,3.5292687,4.53303,1.64957,4.076523,968.3333333333334
Mustiguillo Quincha Corral 2019,Quincha Corral,3.2945478,3.973072,1.7725737,3.289507,105.25333333333333
Emilio Moro Malleolus de Sanchomartin 2019,Malleolus de Sanchomartin,3.7755213,3.9330792,1.8495954,3.6502056,179.9333333333333
Tenuta Moraia Perpiero 2019,Perpiero,3.015028,3.660462,1.6207002,3.2624788,79.93333333333334
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2019,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2.847803,3.7871275,2.0481691,,1203.2266666666667
Tesseron Estate Pym-Rae Red Blend 2018,Pym-Rae Red Blend,3.9538462,4.9020867,1.462028,3.6251981,580.0
Pulenta Estate Gran Corte (VII) 2019,Gran Corte (VII),3.0944748,4.1578636,1.6814054,3.1179137,86.26666666666667
Raen Royal St Robert Cuvée Pinot Noir 2019,Royal St Robert Cuvée Pinot Noir,3.414597,2.879803,1.6376019,2.1664553,106.6
Continuum Continuum Estate 2019,Continuum Estate,3.8341439,4.751272,1.7110485,3.5678773,500.0
DuMOL Finn Pinot Noir 2019,Finn Pinot Noir,3.3614087,2.9755993,1.6306587,2.0485728,173.26666666666665
Zýmē Kairos 2019,Kairos,2.4236004,3.965739,2.3404412,2.9441109,130.0
Domaine Prieuré Roch Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2018,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.1876044,3.140622,1.9449067,2.689529,1935.0
Dr. Bürklin-Wolf Hohenmorgen G.C 2017,Hohenmorgen G.C,4.530173,3.3474169,1.8806442,,216.4
Luccarelli Old Vines Primitivo di Manduria 2019,Old Vines Primitivo di Manduria,1.824051,4.042379,3.1212282,2.3452597,27.93333333333333
Martinet Camí Pesseroles 2019,Camí Pesseroles,3.5379124,4.579571,1.8081999,3.3610651,113.26666666666667
Torre d'Orti Amarone della Valpolicella 2019,Amarone della Valpolicella,2.4074614,4.7184863,3.1891263,2.5058675,53.26666666666667
Louis Latour Chevalier-Montrachet Grand Cru Les Demoiselles 2019,Chevalier-Montrachet Grand Cru Les Demoiselles,3.3081732,3.7295837,1.9245895,,1408.3333333333335
Artadi El Carretil 2019,El Carretil,3.374203,3.8778138,2.0361114,3.8857245,323.3333333333333
Pulenta Estate Gran Malbec (X) 2019,Gran Malbec (X),2.6869044,4.000415,2.0887423,2.8184214,75.86666666666666
Tua Rita Redigaffi Toscana 2019,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,333.9333333333333
Bodegas El Nido La Vina de Corteo 2019,La Vina de Corteo,2.9370162,4.1700163,2.3388197,3.6585574,133.26666666666668
Shafer TD9 2019,TD9,3.8259566,4.853152,1.6725471,3.5120857,106.6
Forman Cabernet Sauvignon 2019,Cabernet Sauvignon,3.3871844,4.585916,1.6591489,3.4296417,179.9333333333333
Artadi La Poza de Ballesteros 2018,La Poza de Ballesteros,3.3650222,4.123914,1.780659,3.7674932,223.33333333333331
Hourglass Blueline Estate Cabernet Sauvignon 2019,Blueline Estate Cabernet Sauvignon,3.3677397,4.7440825,1.8100928,3.4550798,260.0
Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2019,Chapelle d'Ausone Saint-Émilion Grand Cru,3.4394982,4.140289,1.6023306,3.4600708,250.48000000000005
La Braccesca Maggiarino Vino Nobile di Montepulciano 2016,Maggiarino Vino Nobile di Montepulciano,3.783131,3.6155596,1.4602276,3.5565088,90.6
Giacomo Conterno Barbera d'Alba Vigna Francia 2019,Barbera d'Alba Vigna Francia,3.8663404,3.5940769,1.6760427,2.3515034,147.5
Tenuta Argentiera Bolgheri Superiore 2019,Bolgheri Superiore,3.4904468,3.9346323,1.6207539,3.9326518,123.33333333333334
Artadi Viña El Pison 2019,Viña El Pison,3.2864294,3.8902185,1.7621776,3.6354012,566.6666666666666
Domaine Jacques Prieur Clos Vougeot Grand Cru 2019,Clos Vougeot Grand Cru,4.1880374,3.1554344,1.8215898,2.8608603,309.26666666666665
Dalla Valle Maya 2019,Maya,3.8841164,4.755611,1.8834581,3.5358036,993.3333333333333
Castello di Ama L'Apparita 2019,L'Apparita,3.1353738,3.4543076,1.8096386,3.0418284,586.6666666666666
Kosta Browne One Sixteen Chardonnay 2019,One Sixteen Chardonnay,3.3329105,4.492856,2.538148,,133.26666666666668
Tenuta Prima Pietra Permassimo 2016,Permassimo,3.5799327,3.7328453,1.2900506,3.284798,221.53333333333333
Álvaro Palacios Quiñon de Valmira 2018,Quiñon de Valmira,3.7825353,3.3680968,1.4984263,3.5867922,526.6666666666666
Clemens Waldthaler Raut Lagrein 2014,Raut Lagrein,2.935,4.15,1.6899999,3.175,88.39999999999999
Château Tertre Roteboeuf Saint-Émilion Grand Cru 2019,Saint-Émilion Grand Cru,3.393447,4.2109156,1.7287028,3.4648895,363.18666666666667
Tommasi De Buris Amarone della Valpolicella Classico Riserva 2010,De Buris Amarone della Valpolicella Classico Riserva,2.5711343,4.2335277,3.203101,2.291238,598.3333333333334
Lorenzo Accomasso Pochi Filagn Barbera d'Alba 2017,Pochi Filagn Barbera d'Alba,3.643069,3.5397902,1.8643643,2.29063,158.33333333333331
Liber Pater Denarius Graves 2019,Denarius Graves,4.5049257,4.3759704,1.6846269,4.151493,1080.0
Dr. Bürklin-Wolf Kalkofen G.C 2019,Kalkofen G.C,4.07101,3.2728846,1.6690775,,197.46666666666664
Frank Cornelissen Magma 2019,Magma,2.6935751,4.4564376,2.0306382,3.105533,802.6666666666666
Guerrieri Guerriero della Terra 2019,Guerriero della Terra,2.8807938,3.6754673,2.8497944,2.6898563,36.53333333333333
Von Winning Marmar 2018,Marmar,4.2271385,3.5949728,1.9693925,,146.6
Casa Rojo Minami 2016,Minami,3.27634,4.0006866,1.9322877,3.9889214,79.98666666666666
Gróf Degenfeld Tokaji Aszú 6 Puttonyos 2017,Tokaji Aszú 6 Puttonyos,4.8955555,3.0239062,4.8951044,,89.30666666666667
Roagna Asili Barbaresco Vecchie Viti 2016,Asili Barbaresco Vecchie Viti,4.4989524,3.434311,1.5085576,4.1181383,1053.3333333333333
Tenuta di Trinoro Palazzi Rosso Toscana 2019,Palazzi Rosso Toscana,3.1346312,3.5722535,2.0513432,3.2222164,372.0
Louis Roederer Cristal Vinothèque 1999,Cristal Vinothèque,4.4084377,4.0577397,,,2818.3333333333335
Tenuta Hortense Fratini Bolgheri Superiore 2018,Fratini Bolgheri Superiore,3.3064845,4.0334373,1.3946093,3.7667968,350.1333333333333
Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2019,La Grande Rue Grand Cru Monopole,4.36568,3.0997167,1.8830159,2.6970747,2120.833333333333
Domaine Faiveley Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru 2019,Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,4.3482275,2.8518987,1.7468355,2.429747,1533.3333333333335
Vincent Girardin Meursault 1er Cru 'Les Genevrières' 2018,Meursault 1er Cru 'Les Genevrières',3.3009865,3.750329,1.5436713,,290.0
Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 2019,Corton-Charlemagne Grand Cru Blanc,3.2267067,3.7392364,1.7833043,,327.3333333333333
Mommessin Clos de Tart Grand Cru 2001,Clos de Tart Grand Cru,4.0906606,3.0331786,1.969902,2.92445,1443.3333333333333
Le Dome Saint-Émilion Grand Cru 2019,Saint-Émilion Grand Cru,3.421822,4.297691,1.663135,3.5166514,347.25333333333333
Sierra Cantabria Mágico 2019,Mágico,3.609973,3.3795974,2.0852482,4.1008725,640.0
Roagna Montefico Barbaresco Vecchie Viti 2016,Montefico Barbaresco Vecchie Viti,4.649112,3.7151,1.5138121,4.201723,1053.3333333333333
Cellier des Princes Hérédita Châteauneuf-du-Pape 2017,Hérédita Châteauneuf-du-Pape,3.0220466,4.570791,2.0720003,2.9427907,73.26666666666668
Tiefenbrunner Linticlarus Lagrein Riserva 2018,Linticlarus Lagrein Riserva,2.468318,3.9321494,2.2673337,2.9161847,54.6
Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2019,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.208333,3.0324185,1.896809,2.6762874,1395.0
Chateau Palmer Historical XIXth Century Wine 2019,Historical XIXth Century Wine,,,,,332.0
Bodegas Tradición Palo Cortado Añada 1998,Palo Cortado Añada,3.8064706,4.156471,3.1847057,,416.6666666666667
Toro Albalá Ginés Liébana Pedro Ximénez 1937,Ginés Liébana Pedro Ximénez,2.6156108,4.409774,4.04,,600.48
Domaine Faiveley Corton-Charlemagne Grand Cru 2019,Corton-Charlemagne Grand Cru,3.2476697,3.8648095,1.7261328,,286.6666666666667
Tenuta di Trinoro Toscana Rosso 2019,Toscana Rosso,3.1433663,3.5229356,2.0958486,3.0737605,796.6666666666666
Lorenzo Accomasso Annunziata Barolo Riserva 2012,Annunziata Barolo Riserva,4.8139467,3.5984747,1.2837288,4.6669974,560.0
Domaine Faiveley Bâtard-Montrachet Grand Cru 2018,Bâtard-Montrachet Grand Cru,3.2141867,3.8982933,1.9060409,,460.0
Olivier Leflaive Bâtard-Montrachet Grand Cru 2019,Bâtard-Montrachet Grand Cru,3.205611,3.9365225,1.809467,,2078.333333333333
Dr. Bürklin-Wolf Kalkofen G.C 2018,Kalkofen G.C,4.07101,3.2728846,1.6690775,,207.73333333333335
Liber Pater Denarius Graves 2018,Denarius Graves,4.5049257,4.3759704,1.6846269,4.151493,1060.0
Domaine Raymond Usseglio & Fils Cuvée Impériale Châteauneuf-du-Pape 2018,Cuvée Impériale Châteauneuf-du-Pape,3.1300437,4.6326103,1.6785597,2.8309696,81.86666666666667
Cignomoro 50 Old Vines Vecchie Vigne Negroamaro 2019,50 Old Vines Vecchie Vigne Negroamaro,2.4967277,4.573121,2.8037245,3.1225617,37.93333333333333
Louis Latour Corton-Charlemagne Grand Cru 2019,Corton-Charlemagne Grand Cru,3.1831756,3.8093085,1.630509,,626.6666666666667
